Sample,Ref,Ophiolite,Location/Unit,Lat,Lon,Lithotype,Material,Kind,Age_FromRef,Age_estimate_type,Age_ref,Orogen,Ocean,Segment,Stage,Sm,Nd,Sm/Nd,147Sm/144Nd,143Nd/144Nd,2s_Nd,143Nd/144Nd_i,eNd_i,Rb,Sr,87Rb/86Sr,87Sr/86Sr,2s_Sr,87Sr/86Sr_i,Pb,Th,U,232Th/208Pb,238U/206Pb,235U/207Pb,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb,206Pb/204Pb_i,207Pb/204Pb_i,208Pb/204Pb_i,208Pb*/206Pb*,Lu,Hf,176Lu/177Hf,176Hf/177Hf,2s_Hf,176Hf/177Hf_i,eHf_i
B3,[21],Spontang,,,,Gabbro,WR,MOR,177,U-Pb,Pedersen et al. 2001,Alpine-Himalayan,Tethys,Himalayan,Post-Pangea Formation,,,,0.217,0.513028,11,0.512777,7.2,,,0.04,0.705121,4,0.70502,,,,,,,,,,,,,,,,,,,,
E2,[21],Spontang,,,,Gabbro,WR,MOR,177,U-Pb,Pedersen et al. 2001,Alpine-Himalayan,Tethys,Himalayan,Post-Pangea Formation,,,,0.209,0.513042,3,0.5128,7.6,,,0.22,0.704918,5,0.704366,,,,,,,,,,,,,,,,,,,,
D14,[21],Spontang,,,,Gabbro,WR,MOR,177,U-Pb,Pedersen et al. 2001,Alpine-Himalayan,Tethys,Himalayan,Post-Pangea Formation,,,,0.206,0.513044,4,0.512806,7.7,,,0.044,0.703795,4,0.703684,,,,,,,,,,,,,,,,,,,,
C10,[21],Spontang,,,,Gabbro,WR,MOR,177,U-Pb,Pedersen et al. 2001,Alpine-Himalayan,Tethys,Himalayan,Post-Pangea Formation,,,,0.217,0.51304,5,0.512788,7.4,,,0.022,0.703746,5,0.70369,,,,,,,,,,,,,,,,,,,,
B15,[21],Spontang,,,,Gabbro,WR,MOR,177,U-Pb,Pedersen et al. 2001,Alpine-Himalayan,Tethys,Himalayan,Post-Pangea Formation,,,,0.213,0.513054,5,0.512808,7.8,,,0.06,0.703792,5,0.703641,,,,,,,,,,,,,,,,,,,,
B5,[21],Spontang,,,,Gabbro,WR,MOR,177,U-Pb,Pedersen et al. 2001,Alpine-Himalayan,Tethys,Himalayan,Post-Pangea Formation,,,,0.223,0.513085,4,0.512826,8.1,,,0.005,0.705795,5,0.705784,,,,,,,,,,,,,,,,,,,,
B12,[21],Spontang,,,,Gabbro,WR,MOR,177,U-Pb,Pedersen et al. 2001,Alpine-Himalayan,Tethys,Himalayan,Post-Pangea Formation,,,,0.224,0.513039,5,0.512779,7.2,,,0.038,0.703703,5,0.703608,,,,,,,,,,,,,,,,,,,,
I6,[21],Spontang,,,,Gabbro,WR,MOR,177,U-Pb,Pedersen et al. 2001,Alpine-Himalayan,Tethys,Himalayan,Post-Pangea Formation,,,,,0.51304,9,0.512801,7.1,,,0.034,0.70409,5,0.704004,,,,,,,,,,,,,,,,,,,,
LB98-1 G ,[3],Luobusa,,,,Gabbro,WR,MOR,177.00,Sm-Nd,Zhou et al. 2002,Alpine-Himalayan,Tethys,Himalayan,Post-Pangea Formation,3.860 ,10.94 ,,0.2134 ,0.513071 ,,,8.00,13.1 ,294.0 ,0.1287 ,0.70621 ,,0.70589 ,0.5073 ,0.0441 ,0.0444 ,5.64 ,5.42 ,,17.97,15.478 ,37.731 ,17.82,15.47,37.68,,,,,,,,
LB98-3 G ,[3],Luobusa,,,,Gabbro,WR,MOR,177.00,Sm-Nd,Zhou et al. 2002,Alpine-Himalayan,Tethys,Himalayan,Post-Pangea Formation,2.047 ,5.732 ,,0.2159 ,0.513086 ,,,8.30,0.897 ,118.8 ,0.0218 ,0.70300 ,,0.70295 ,0.3781 ,0.0131 ,0.0397 ,6.71 ,2.14 ,,17.72,15.440 ,37.538 ,17.66,15.44,37.48,,,,,,,,
NMCW9-10,[22],Namco,,,,basalt,WR,OPB,181,U-Pb,"Yan and Zhang, 2020",Bangong-Nujiang,Meso-Tethys,Bangong-Nujiang,Post-Pangea Formation,1.78,5.56,,0.1942,0.513114,3.2,0.512961,9.32,,,,,,,,,,,,,,,,,,,,,,,,,,
NMCW-9-14,[22],Namco,,,,basalt,WR,OPB,181,U-Pb,"Yan and Zhang, 2020",Bangong-Nujiang,Meso-Tethys,Bangong-Nujiang,Post-Pangea Formation,2.67,8.82,,0.1828,0.513106,2.41,0.512962,9.34,,,,,,,,,,,,,,,,,,,,,,,,,,
NMCW-9-19,[22],Namco,,,,basalt,WR,OPB,181,U-Pb,"Yan and Zhang, 2020",Bangong-Nujiang,Meso-Tethys,Bangong-Nujiang,Post-Pangea Formation,2.58,8.84,,0.1767,0.513106,2.38,0.512967,9.44,,,,,,,,,,,,,,,,,,,,,,,,,,
NMCW-9-15,[22],Namco,,,,basalt,WR,OPB,181,U-Pb,"Yan and Zhang, 2020",Bangong-Nujiang,Meso-Tethys,Bangong-Nujiang,Post-Pangea Formation,2.78,8.94,,0.1878,0.513095,2.56,0.512947,9.05,,,,,,,,,,,,,,,,,,,,,,,,,,
NMCW-9-25,[22],Namco,,,,basalt,WR,OPB,181,U-Pb,"Yan and Zhang, 2020",Bangong-Nujiang,Meso-Tethys,Bangong-Nujiang,Post-Pangea Formation,2.78,8.4,,0.1999,0.513095,2.44,0.512938,8.87,,,,,,,,,,,,,,,,,,,,,,,,,,
DC-3,[5],Dongco,,,,Basalt,WR,OIB,185,Ar-Ar,Zhang et al. 2005,Bangong-Nujiang,Meso-Tethys,Bangong-Nujiang,Post-Pangea Formation,12,61.4,,0.1178,0.512767,9,,4.39,31.3,367,0.2463,0.704885,11,0.70423,,,,,,,,,,,,,,,,,,,,
DC-5,[5],Dongco,,,,Basalt,WR,OIB,185,Ar-Ar,Zhang et al. 2005,Bangong-Nujiang,Meso-Tethys,Bangong-Nujiang,Post-Pangea Formation,6.73,32.3,,0.126,0.512816,10,,5.16,36.8,964,0.1104,0.704399,15,0.704105,,,,,,,,,,,,,,,,,,,,
DC-5,[5],Dongco,,,,Basalt,WR,OIB,185,Ar-Ar,Zhang et al. 2005,Bangong-Nujiang,Meso-Tethys,Bangong-Nujiang,Post-Pangea Formation,6.73,32.3,,0.126,0.512785,7,,4.55,36.8,964,0.1104,0.704609,16,0.704315,,,,,,,,,,,,,,,,,,,,
DC-6,[5],Dongco,,,,Basalt,WR,OIB,185,Ar-Ar,Zhang et al. 2005,Bangong-Nujiang,Meso-Tethys,Bangong-Nujiang,Post-Pangea Formation,8.67,41.9,,0.1251,0.512855,11,,5.95,11.4,202,0.1625,0.704641,13,0.704209,,,,,,,,,,,,,,,,,,,,
DC-7,[5],Dongco,,,,Basalt,WR,OIB,185,Ar-Ar,Zhang et al. 2005,Bangong-Nujiang,Meso-Tethys,Bangong-Nujiang,Post-Pangea Formation,13.6,73.7,,0.1115,0.512776,7,,4.73,75.4,588,0.3714,0.705434,13,0.704446,,,,,,,,,,,,,,,,,,,,
DQ98-9 G ,[3],Dangqiong,,,,Gabbro,WR,MOR,200.00,Biostratigraphy,Zhang et al. 2005,Alpine-Himalayan,Tethys,Himalayan,Post-Pangea Formation,3.143 ,8.239 ,,0.2306 ,0.513114 ,,,8.40,0.182 ,191.2 ,0.0028 ,0.70321 ,,0.70320 ,0.2413 ,0.0173 ,0.0304 ,8.05 ,4.42 ,,17.63,15.420 ,37.458 ,17.49,15.41,37.38,,,,,,,,
DQ98-12 G ,[3],Dangqiong,,,,Gabbro,WR,MOR,200.00,Biostratigraphy,Zhang et al. 2005,Alpine-Himalayan,Tethys,Himalayan,Post-Pangea Formation,3.017 ,8.123 ,,0.2245 ,0.513114 ,,,8.50,0.294 ,137.0 ,0.0062 ,0.70307 ,,0.70305 ,0.1074 ,0.0062 ,0.0093 ,5.57 ,3.55 ,,17.71,15.434 ,37.500 ,17.60,15.43,37.45,,,,,,,,
DQ98-14 D ,[3],Dangqiong,,,,Diabase,WR,MOR,200.00,Biostratigraphy,Zhang et al. 2005,Alpine-Himalayan,Tethys,Himalayan,Post-Pangea Formation,6.068 ,16.91 ,,0.2169 ,0.513111 ,,,8.70,0.400 ,204.6 ,0.0056 ,0.70295 ,,0.70293 ,0.4296 ,0.0717 ,0.1296 ,19.3 ,10.4 ,,17.76,15.414 ,37.526 ,17.43,15.40,37.33,,,,,,,,
CY15–1,[23],Chayong,,,,Basalt,WR,SSZ,230,U-Pb ,Liu et al. 2016,Paleo-Tethys,Paleo-Tethys,Songpan-Garze,Post-Pangea Formation,,,,0.1996,0.512821,7,,3.5,,,0.0285,0.705316,7,0.705223,,,,,,,,,,,,,,,,,,,,
CY17–1,[23],Chayong,,,,Basalt,WR,SSZ,230,U-Pb ,Liu et al. 2016,Paleo-Tethys,Paleo-Tethys,Songpan-Garze,Post-Pangea Formation,,,,0.1907,0.512811,10,,3.5,,,0.0937,0.705372,11,0.705066,,,,,,,,,,,,,,,,,,,,
CH07–1,[23],Chayong,,,,Basalt,WR,SSZ,230,U-Pb ,Liu et al. 2016,Paleo-Tethys,Paleo-Tethys,Songpan-Garze,Post-Pangea Formation,,,,0.1995,0.512816,9,,3.4,,,0.0163,0.705003,9,0.70495,,,,,,,,,,,,,,,,,,,,
CH08–1,[23],Chayong,,,,Basalt,WR,SSZ,230,U-Pb ,Liu et al. 2016,Paleo-Tethys,Paleo-Tethys,Songpan-Garze,Post-Pangea Formation,,,,0.2035,0.512807,8,,3.1,,,0.0347,0.705155,10,0.705042,,,,,,,,,,,,,,,,,,,,
CH11–1,[23],Chayong,,,,Basalt,WR,SSZ,230,U-Pb ,Liu et al. 2016,Paleo-Tethys,Paleo-Tethys,Songpan-Garze,Post-Pangea Formation,,,,0.1953,0.512724,7,,1.7,,,0.0378,0.706343,8,0.706219,,,,,,,,,,,,,,,,,,,,
XW02–1,[23],Xiewu,,,,Basalt,WR,OIB,230,U-Pb ,Liu et al. 2016,Paleo-Tethys,Paleo-Tethys,Songpan-Garze,Post-Pangea Formation,,,,0.1745,0.512651,10,,0.9,,,0.0266,0.709931,11,0.709844,,,,,,,,,,,,,,,,,,,,
XW03–2,[23],Xiewu,,,,Basalt,WR,OIB,230,U-Pb ,Liu et al. 2016,Paleo-Tethys,Paleo-Tethys,Songpan-Garze,Post-Pangea Formation,,,,0.1655,0.512639,9,,0.9,,,0.016,0.71067,8,0.710617,,,,,,,,,,,,,,,,,,,,
XW06–1,[23],Xiewu,,,,Basalt,WR,OIB,230,U-Pb ,Liu et al. 2016,Paleo-Tethys,Paleo-Tethys,Songpan-Garze,Post-Pangea Formation,,,,0.1391,0.512579,5,,0.6,,,0.1063,0.709486,8,0.709138,,,,,,,,,,,,,,,,,,,,
XW06–2,[23],Xiewu,,,,Basalt,WR,OIB,230,U-Pb ,Liu et al. 2016,Paleo-Tethys,Paleo-Tethys,Songpan-Garze,Post-Pangea Formation,,,,0.1464,0.51258,5,,0.3,,,0.1608,0.711514,6,0.710988,,,,,,,,,,,,,,,,,,,,
XW06–3,[23],Xiewu,,,,Basalt,WR,OIB,230,U-Pb ,Liu et al. 2016,Paleo-Tethys,Paleo-Tethys,Songpan-Garze,Post-Pangea Formation,,,,0.1422,0.512568,5,,0.2,,,0.1172,0.709376,12,0.708992,,,,,,,,,,,,,,,,,,,,
Sd1838H1,[24],Tangjia-Sumdo,Sumdo,,,,WR,OPB,250.6,U-Pb,Wang et al. 2023,,Paleo-Tethys,,Post-Pangea Formation,11.72,58.37,,0.121383,0.512438,4,,-1.5,32.8,1010,0.093947,0.706337,6,0.706002,,,,,,,,,,,,,,,,,,,,
Sd1838H3,[24],Tangjia-Sumdo,Sumdo,,,,WR,OPB,250.6,U-Pb,Wang et al. 2023,,Paleo-Tethys,,Post-Pangea Formation,20.43,114.8,,0.107586,0.512547,4,,1.1,46.44,1323,0.101535,0.705271,8,0.704909,,,,,,,,,,,,,,,,,,,,
Sd1831H1,[24],Tangjia-Sumdo,Sumdo,,,,WR,OPB,251.8,U-Pb,Wang et al. 2023,,Paleo-Tethys,,Post-Pangea Formation,8.31,42.59,,0.118015,0.512582,3,,1.4,31.05,784.3,0.114518,0.705518,8,0.705108,,,,,,,,,,,,,,,,,,,,
Sd1831H3,[24],Tangjia-Sumdo,Sumdo,,,,WR,OPB,251.8,U-Pb,Wang et al. 2023,,Paleo-Tethys,,Post-Pangea Formation,8.34,42.4,,0.118958,0.512605,3,,1.9,27.66,875.5,0.091383,0.704982,8,0.704655,,,,,,,,,,,,,,,,,,,,
Sd1839H1,[24],Tangjia-Sumdo,Sumdo,,,,WR,OPB,251.9,U-Pb,Wang et al. 2023,,Paleo-Tethys,,Post-Pangea Formation,9.81,47.97,,0.123681,0.512505,3,,-0.2,13.38,1188,0.032581,0.706395,8,0.706278,,,,,,,,,,,,,,,,,,,,
Sd1839H4,[24],Tangjia-Sumdo,Sumdo,,,,WR,OPB,251.9,U-Pb,Wang et al. 2023,,Paleo-Tethys,,Post-Pangea Formation,15.22,77.16,,0.119249,0.512561,4,,1,44.11,1291,0.098832,0.705373,8,0.705019,,,,,,,,,,,,,,,,,,,,
Tj1830H1,[24],Tangjia-Sumdo,Tangjia,,,,WR,OPB,254.8,U-Pb,Wang et al. 2023,,Paleo-Tethys,,Post-Pangea Formation,3.36,12.84,,0.15821,0.512835,3,,5.1,4.06,208.5,0.056326,0.70795,8,0.707746,,,,,,,,,,,,,,,,,,,,
Tj1830H3,[24],Tangjia-Sumdo,Tangjia,,,,WR,OPB,254.8,U-Pb,Wang et al. 2023,,Paleo-Tethys,,Post-Pangea Formation,3.27,12.41,,0.159356,0.512826,3,,4.9,7.08,236.4,0.086606,0.708184,9,0.70787,,,,,,,,,,,,,,,,,,,,
Tj2011H3,[24],Tangjia-Sumdo,Tangjia,,,,WR,OPB,263.8,U-Pb,Wang et al. 2023,,Paleo-Tethys,,Post-Pangea Formation,4.17,15.91,,0.158387,0.512852,3,,5.5,9.66,382,0.073169,0.704081,10,0.703806,,,,,,,,,,,,,,,,,,,,
Tj2011H4,[24],Tangjia-Sumdo,Tangjia,,,,WR,OPB,263.8,U-Pb,Wang et al. 2023,,Paleo-Tethys,,Post-Pangea Formation,3.79,14.47,,0.158144,0.512844,3,,5.3,7.13,379.2,0.054382,0.704148,8,0.703943,,,,,,,,,,,,,,,,,,,,
Tj2026H2,[24],Tangjia-Sumdo,Tangjia,,,,WR,OPB,264.1,U-Pb,Wang et al. 2023,,Paleo-Tethys,,Post-Pangea Formation,3.41,16.13,,0.127771,0.512628,3,,2.1,11.32,291.3,0.112625,0.725157,8,0.724734,,,,,,,,,,,,,,,,,,,,
Tj2026H3,[24],Tangjia-Sumdo,Tangjia,,,,WR,OPB,264.1,U-Pb,Wang et al. 2023,,Paleo-Tethys,,Post-Pangea Formation,3.81,15.45,,0.149045,0.512597,3,,0.8,18.5,287.3,0.186618,0.72492,10,0.724219,,,,,,,,,,,,,,,,,,,,
Tj1854H2,[24],Tangjia-Sumdo,Tangjia,,,,WR,OPB,265,U-Pb,Wang et al. 2023,,Paleo-Tethys,,Post-Pangea Formation,5.08,21.82,,0.140836,0.512733,4,,3.7,34.63,193.7,0.517131,0.705143,7,0.703193,,,,,,,,,,,,,,,,,,,,
Tj1854H4,[24],Tangjia-Sumdo,Tangjia,,,,WR,OPB,265,U-Pb,Wang et al. 2023,,Paleo-Tethys,,Post-Pangea Formation,5.15,22.8,,0.136507,0.512761,3,,4.4,50.76,326.8,0.449273,0.704976,6,0.703282,,,,,,,,,,,,,,,,,,,,
Tj1847H1,[24],Tangjia-Sumdo,Tangjia,,,,WR,OPB,267.6,U-Pb,Wang et al. 2023,,Paleo-Tethys,,Post-Pangea Formation,3.48,13.51,,0.155752,0.512712,4,,2.8,0.96,4,0.698624,0.712053,7,0.709394,,,,,,,,,,,,,,,,,,,,
Tj1847H2,[24],Tangjia-Sumdo,Tangjia,,,,WR,OPB,267.6,U-Pb,Wang et al. 2023,,Paleo-Tethys,,Post-Pangea Formation,2.74,9.66,,0.171573,0.512738,4,,2.8,0.32,3.1,0.29297,0.712463,7,0.711348,,,,,,,,,,,,,,,,,,,,
F12-20,[25],Mashhad,Fariman,,,ultramafic lava,WR,SSZ,380,U-Pb,Moghadam et al. 2015,Cimmerides,Paleo-Tethys,Cimmerian,Syn-Godwana and Pre-Pangea,1.26,3.82,0.33,0.199007,0.513125,,0.512774,9.44,16.43,42.14,1.128116,0.708267,,0.703934,0.16,0.1,0.03,,,,18.0326,15.4471,37.7562,17.5442,15.4219,37.2537,,,,,,,,
F12-40,[25],Mashhad,Fariman,,,pillow lava,WR,SSZ,380,U-Pb,Moghadam et al. 2015,Cimmerides,Paleo-Tethys,Cimmerian,Syn-Godwana and Pre-Pangea,4.1,20.56,0.2,0.120121,0.512645,,0.512433,2.78,1.24,290.8,0.012353,0.704253,,0.704206,0.87,2.31,0.68,,,,20.2162,15.5393,40.4085,17.9836,15.4239,37.9482,,,,,,,,
F12-43,[25],Mashhad,Fariman,,,pillow lava,WR,SSZ,380,U-Pb,Moghadam et al. 2015,Cimmerides,Paleo-Tethys,Cimmerian,Syn-Godwana and Pre-Pangea,3.77,19.56,0.19,0.115951,0.512611,,0.512406,2.26,2.95,134,0.063655,0.704774,,0.70453,0.85,2.2,0.62,,,,19.8428,15.6238,40.2178,17.7668,15.5166,37.8453,,,,,,,,
F12-35,[25],Mashhad,Fariman,,,Basaltic lava,WR,SSZ,380,U-Pb,Moghadam et al. 2015,Cimmerides,Paleo-Tethys,Cimmerian,Syn-Godwana and Pre-Pangea,4.51,27.39,0.16,0.09918,0.512522,,0.512347,1.11,29.65,221.2,0.387717,0.705086,,0.703597,3.88,4.83,0.8,,,,18.8611,15.6367,39.5015,18.2904,15.6072,38.3799,,,,,,,,
MS12-2,[25],Mashhad,Mashhad,,,ultramafic lava,WR,SSZ,280,Ar-Ar,Moghadam et al. 2014,Cimmerides,Paleo-Tethys,Cimmerian,Post-Pangea Formation,2.04,7.12,0.29,0.1726,0.512656,,0.512351,1.18,2.26,249.2,0.026231,0.709221,,0.70912,1.79,1.29,0.23,,,,18.7171,15.6389,39.1166,18.3643,15.6207,38.47,,,,,,,,
MS12-69,[25],Mashhad,Mashhad,,,ultramafic lava,WR,SSZ,280,Ar-Ar,Moghadam et al. 2014,Cimmerides,Paleo-Tethys,Cimmerian,Post-Pangea Formation,0.83,2.39,0.35,0.210095,0.51307,,0.512698,7.96,0.43,11.43,0.107572,0.707026,,0.706613,0.53,0.12,0.05,,,,18.3239,15.5279,38.4205,18.0786,15.5152,38.2212,,,,,,,,
MS-12-12,[25],Mashhad,Mashhad,,,gabbro,WR,SSZ,280,Ar-Ar,Moghadam et al. 2014,Cimmerides,Paleo-Tethys,Cimmerian,Post-Pangea Formation,2.03,7.64,0.27,0.159742,0.512643,,0.512361,1.38,5.38,347.2,0.044843,0.71029,,0.710118,4.19,1.3,0.24,,,,18.6288,15.7166,39.0416,18.4717,15.7085,38.7648,,,,,,,,
MS-12-86,[25],Mashhad,Mashhad,,,ultramafic lava,WR,SSZ,280,Ar-Ar,Moghadam et al. 2014,Cimmerides,Paleo-Tethys,Cimmerian,Post-Pangea Formation,1.21,3.66,0.33,0.199044,0.513023,,0.512671,7.43,0.44,21.41,0.059594,0.707484,,0.707255,0.51,0.2,0.07,,,,18.2181,15.6012,38.2787,17.8382,15.5816,37.9345,,,,,,,,
Sd1709H2,[24],Tangjia-Sumdo,Sumdo,,,,WR,OPB,270,U-Pb,Wang et al. 2023,,Paleo-Tethys,,Post-Pangea Formation,5.11,12.51,,0.24686,0.513125,3,,7.8,1.15,159.9,0.020745,0.703881,6,0.703802,,,,,,,,,,,,,,,,,,,,
Sd1709H3,[24],Tangjia-Sumdo,Sumdo,,,,WR,OPB,270,U-Pb,Wang et al. 2023,,Paleo-Tethys,,Post-Pangea Formation,1.63,4.85,,0.203557,0.513111,3,,9,2.99,103.1,0.083998,0.703895,6,0.703572,,,,,,,,,,,,,,,,,,,,
Sd1705H1,[24],Tangjia-Sumdo,Sumdo,,,,WR,OPB,272.3,U-Pb,Wang et al. 2023,,Paleo-Tethys,,Post-Pangea Formation,4.09,12.26,,0.201669,0.513,4,,6.9,9.2,122.7,0.216853,0.704931,8,0.704091,,,,,,,,,,,,,,,,,,,,
Sd1705H3,[24],Tangjia-Sumdo,Sumdo,,,,WR,OPB,272.3,U-Pb,Wang et al. 2023,,Paleo-Tethys,,Post-Pangea Formation,4.09,12.27,,0.201472,0.51301,3,,7.1,8.73,116.4,0.216783,0.704182,6,0.703342,,,,,,,,,,,,,,,,,,,,
AP-146 ,[3],Mayodia,,,,Basalt,WR,MOR,275,,Zhang et al. 2005,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,2.73,8.86,,0.1866,0.513037,,,8.10,0.38,106.10,0.01,0.70,,0.70,1.22,1.21,0.37,64.60,19.00,,18.26,15.49,38.03,17.43,15.44,37.15,,,,,,,,
AP-148 ,[3],Mayodia,,,,Basalt,WR,MOR,275,,Zhang et al. 2005,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,3.49,11.15,,0.1890,0.512880,,,5.00,2.38,78.68,0.09,0.70,,0.70,1.09,0.86,0.18,51.00,10.10,,17.97,15.46,37.94,17.53,15.44,37.24,,,,,,,,
TG-4A               ,[26],Chiang Mai,,19.63,99.13,Basalt,WR,OIB,282,Ar-Ar,Wang et al. 2017,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,12.72,53.05,0.239773798,0.145,0.512721,4,,3.41,2.8,254,0.032,0.704522,6,0.704393,,,,,,,,,,,,,,,,,,,,
TG-4B               ,[26],Chiang Mai,,19.63,99.13,Basalt,WR,OIB,282,Ar-Ar,Wang et al. 2017,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,7.96,34.76,0.228998849,0.139,0.512713,4,,3.48,5.36,439,0.035,0.704028,5,0.703892,,,,,,,,,,,,,,,,,,,,
TG-4F               ,[26],Chiang Mai,,19.63,99.13,Basalt,WR,OIB,282,Ar-Ar,Wang et al. 2017,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,8.35,37.62,0.221956406,0.134,0.512717,3,,3.7,3.49,502,0.02,0.703899,5,0.703822,,,,,,,,,,,,,,,,,,,,
TG-2A*               ,[26],Chiang Mai,,19.39,98.93,Basalt,WR,OIB,282,Ar-Ar,Wang et al. 2017,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,13.58,55.04,0.246729651,0.149,0.512713,3,,3.1,82.1,56.1,4.242,0.721337,7,0.705041,,,,,,,,,,,,,,,,,,,,
TG-2B*               ,[26],Chiang Mai,,19.39,98.93,Basalt,WR,OIB,282,Ar-Ar,Wang et al. 2017,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,16.58,73.04,0.226998905,0.137,0.512702,4,,3.3,81,103,2.281,0.713651,5,0.704888,,,,,,,,,,,,,,,,,,,,
TG-2F*               ,[26],Chiang Mai,,19.39,98.93,Basalt,WR,OIB,282,Ar-Ar,Wang et al. 2017,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,15.13,63.36,0.238794192,0.144,0.512707,3,,3.16,81.2,44.3,5.312,0.725508,6,0.705103,,,,,,,,,,,,,,,,,,,,
TG-2P*               ,[26],Chiang Mai,,19.39,98.93,Basalt,WR,OIB,282,Ar-Ar,Wang et al. 2017,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,10.37,44.36,0.233769161,0.141,0.512719,4,,3.48,82.7,95.5,2.513,0.708329,5,0.704677,,,,,,,,,,,,,,,,,,,,
TG-4G             ,[26],Chiang Mai,,,,Basalt,WR,OIB,282,Ar-Ar,Wang et al. 2017,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,5.57,24.32,0.229029605,0.138,0.512695,9,,3.11,2.86,358,0.023,0.704085,11,0.703996,,,,,,,,,,,,,,,,,,,,
TG-12A              ,[26],Chiang Mai,,19.11,99.46,Basalt,WR,OIB,282,Ar-Ar,Wang et al. 2017,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,5.82,26.32,0.22112462,0.134,0.512718,4,,3.74,20.59,179,0.334,0.705171,6,0.703889,,,,,,,,,,,,,,,,,,,,
TG-12B              ,[26],Chiang Mai,,19.11,99.46,Basalt,WR,OIB,282,Ar-Ar,Wang et al. 2017,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,7.88,35.3,0.223229462,0.135,0.512693,6,,3.2,15.7,842,0.054,0.706708,11,0.7065,,,,,,,,,,,,,,,,,,,,
TG-14A1             ,[26],Chiang Mai,,18.83,99.26,Basalt,WR,OIB,282,Ar-Ar,Wang et al. 2017,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,5.35,22.66,0.236098853,0.143,0.512697,5,,3.01,4.32,115,0.109,0.704559,8,0.70414,,,,,,,,,,,,,,,,,,,,
TG-14A2             ,[26],Chiang Mai,,18.83,99.26,Basalt,WR,OIB,282,Ar-Ar,Wang et al. 2017,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,5.67,23.1,0.245454545,0.148,0.512692,10,,2.72,3.1,113,0.08,0.704446,8,0.70414,,,,,,,,,,,,,,,,,,,,
TG-14B1             ,[26],Chiang Mai,,18.83,99.26,Basalt,WR,OIB,282,Ar-Ar,Wang et al. 2017,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,5.48,23.46,0.233589088,0.141,0.512636,4,,3.04,12.52,322,0.113,0.704119,7,0.703687,,,,,,,,,,,,,,,,,,,,
TG-14B2             ,[26],Chiang Mai,,18.83,99.26,Basalt,WR,OIB,282,Ar-Ar,Wang et al. 2017,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,7.02,27.7,0.253429603,0.153,0.512745,8,,3.58,16.6,202,0.238,0.704462,8,0.703547,,,,,,,,,,,,,,,,,,,,
BB24,[27],Babu,,,,Gabbro,WR,SSZ,300,,Wu et al. 1999,Paleo-Tethys,Paleo-Tethys,Jinshajiang-Ailaoshan,Post-Pangea Formation,1.198,2.837,,0.2554,0.513161,8,,6.3,0.7243,149,0.01407,0.703748,10,0.70374,,,,,,,,,,17.222,15.350,36.993,,,,,,,,
BB25,[27],Babu,,,,Gabbro,WR,SSZ,300,,Wu et al. 1999,Paleo-Tethys,Paleo-Tethys,Jinshajiang-Ailaoshan,Post-Pangea Formation,0.9025,2.439,,0.2236,0.513159,9,,9.1,0.1388,116.2,0.003455,0.703195,8,0.70319,,,,,,,,,,17.261,15.361,37.031,,,,,,,,
BB32,[27],Babu,,,,Dolerite,WR,SSZ,300,,Wu et al. 1999,Paleo-Tethys,Paleo-Tethys,Jinshajiang-Ailaoshan,Post-Pangea Formation,4.107,7.992,,0.3108,0.513157,9,,5.8,0.5929,106.5,0.01611,0.703469,8,0.70346,,,,,,,,,,17.477,15.379,37.285,,,,,,,,
BB33,[27],Babu,,,,Dolerite,WR,SSZ,300,,Wu et al. 1999,Paleo-Tethys,Paleo-Tethys,Jinshajiang-Ailaoshan,Post-Pangea Formation,3.269,10.32,,0.1915,0.513094,8,,9,0.1784,98.06,0.005266,0.702977,9,0.70297,,,,,,,,,,17.372,15.376,37.194,,,,,,,,
