,SAMPLE ID,IGSN,REFERENCES,LATITUDE,LONGITUDE,AGE,ROCK TYPE,ROCK NAME,143Nd/144Nd,143Nd/144Nd_i,147Sm/144Nd,eNd,eNd_i,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,SR87_SR86,SR87_SR86_INI,RB87_SR86,LA,CE,PR,Nd,Sm,EU,GD,TB,DY,HO,ER,TM,YB,LU,TH,NB,TA,U,RB,SR,ZR,HF,Y,BA,geometry,Estimated_Age,Uni_Age,Binned_Age,Binned_Estimated_Age,143Nd_CALC,Delta_DM,Age_rounded
296,DSDP082-0561-1-1/125-128,,"WEI, 2020",34.785,-39.0283,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513119,0.513086,0.3,,9.2,18.848,18.826,15.543,15.542,38.435,38.41,0.702913,0.702909,0.016,1.5,4.94,0.93,5.54,2.3,1.01,3.61,0.68,4.66,1.06,3.03,0.46,2.96,0.44,0.18,2.26,0.15,0.05,3.03,87.2,69,2.15,27.9,11.5,POINT (-39.0283 34.785),17.614632,17.61463165,,10 - 20 Ma,0.513086945,-0.761260526,20
297,DSDP082-0561-2-1/118-121,,"WEI, 2020",34.785,-39.0283,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513113,0.513079,0.3,,9,,,,,,,0.702903,0.702893,0.042,1.41,4.6,0.88,5.26,2.21,0.97,3.5,0.65,4.48,1.02,2.91,0.44,2.81,0.43,0.17,2.27,0.15,0.03,3.38,83.8,69,2.09,26.8,10.1,POINT (-39.0283 34.785),17.614632,17.61463165,,10 - 20 Ma,0.513076693,-0.89767951,20
298,DSDP082-0561-2-2/067-070,,"WEI, 2020",34.785,-39.0283,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513121,0.513088,0.29,,9.2,18.82,18.799,15.543,15.542,38.439,38.411,0.702929,0.702924,0.022,1.73,5.57,1.04,6.15,2.51,1.07,3.89,0.73,5.01,1.14,3.27,0.49,3.18,0.48,0.17,2.36,0.16,0.03,2.04,90.7,73.2,2.22,30.3,13.4,POINT (-39.0283 34.785),17.614632,17.61463165,,10 - 20 Ma,0.513086945,-0.722283673,20
299,DSDP082-0561-2-3/130-133,,"WEI, 2020",34.785,-39.0283,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513114,0.513081,0.29,,9.1,18.823,18.8,15.543,15.542,38.434,38.408,0.702917,0.702895,0.093,1.56,5.06,0.96,5.72,2.38,1.02,3.74,0.69,4.79,1.09,3.12,0.47,3.02,0.45,0.17,2.3,0.15,0.03,7.48,84.9,70.8,2.16,28.9,11.9,POINT (-39.0283 34.785),17.614632,17.61463165,,10 - 20 Ma,0.513081819,-0.858702658,20
300,DSDP082-0561-3-1/133-136,,"WEI, 2020",34.785,-39.0283,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513112,0.513079,0.3,,9,18.794,18.781,15.513,15.512,38.368,38.352,0.702932,0.702913,0.08,1.4,4.61,0.89,5.35,2.24,1,3.57,0.67,4.54,1.04,2.99,0.45,2.84,0.43,0.17,2.34,0.15,0.03,4.67,84.7,69.6,2.11,27.3,9.05,POINT (-39.0283 34.785),17.614632,17.61463165,,10 - 20 Ma,0.513076693,-0.89767951,20
398,DIS0208-003-005C,,"ROBINSON, 2001",-31.36,57.26,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513093,0.513074551,,8.88,,,,,,,,,,,3.9,13.8,2.2,12,3.9,1.4,5.4,0.96,5.6,1.18,3.47,0.53,3.24,0.47,,,,,,,,,,,POINT (57.26 -31.36),14.354927,14.35492706,,10 - 20 Ma,,-1.07661914,10
403,DSDP003-0018,,"CARLSON, 1978",-27.99,-8.01,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513122,0.513085453,0.267,,,,,,,,,,,,,,,3.17,1.4,,,,,,,,,,,,,,,,,,,,POINT (-8.01 -27.99),20.928017,20.92801666,,20 - 40 Ma,,-0.678155398,20
409,DSDP003-0018-007-001/10,,"CARLSON, 1980; FREY, 1974",-27.99,-8.01,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513122,0.513085453,0.267,9.3,,,,,,,,0.70282,,,,,,3.17,1.4,,,,,,,,,,,,,,,,,,,,POINT (-8.01 -27.99),20.928017,20.92801666,,20 - 40 Ma,,-0.678155398,20
507,DSDP015-0146-042R-001/029-032,,"THOMPSON, 2003",15.0117,-69.3786,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.5131,0.512805947,0.2956,,7.86,,,,,,,,,,,,,2.71,1.32,,,,,,,,,0.37,,,,,,,,1.63,,,POINT (-69.3786 15.0117),152.02914,152.0291443,,> 120 Ma,0.512845109,-2.414613032,150
508,DSDP015-0146-043R-003/033-036,,"THOMPSON, 2003",15.0117,-69.3786,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513085,0.512789654,0.2969,,7.55,,,,,,,,,,,,,2.49,1.22,,,,,,,,,0.35,,,,,,,,1.57,,,POINT (-69.3786 15.0117),152.02914,152.0291443,,> 120 Ma,0.512829224,-2.732262632,150
509,DSDP015-0146-043R-004/090-093,,"THOMPSON, 2003",15.0117,-69.3786,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513044,0.512753728,0.2918,,6.81,,,,,,,,,,,,,1.91,0.92,,,,,,,,,0.31,,,,,,,,1.53,,,POINT (-69.3786 15.0117),152.02914,152.0291443,,> 120 Ma,0.512791303,-3.43268398,150
513,DSDP015-0151-015R-001/110-113,,"THOMPSON, 2003",15.017,-73.4105,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512939,0.512741117,0.2004,,5.79,,,,,,,,,,,,,7.79,2.58,,,,,,,,,0.36,,,,,,,,5.39,,,POINT (-73.4105 15.017),150.91054,150.9105377,,> 120 Ma,0.512740475,-3.710227736,150
514,DSDP015-0152-024R-002/022-025,,"THOMPSON, 2003",15.8805,-74.609,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513231,,0.3235,,10.31,,,,,,,,,,,,,2.98,1.6,,,,,,,,,0.55,,,,,,,,2.43,,,POINT (-74.609 15.8805),nan,,,,,,
605,DSDP022-0211-012-001/023-025,,"FREY, 1976; WEIS, 1996",-9.7755,102.699,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512656,0.512588728,,0.4,,18.48,,15.582,,38.77,,0.704194,,0.272,35.3,70.7,,29.3,6.01,1.93,,0.69,,1.1,,,1.75,0.26,,54,,0.29,42,447,193,4.12,4.12,469,POINT (102.699 -9.7755),82.92421,82.92420959,,80 - 100 Ma,,-8.605363153,80
620,DSDP022-0211-015-004/070-073,,"FREY, 1976; WEIS, 1996",-9.7755,102.699,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512824,0.512752736,,3.6,,18.65,,15.557,,38.9,,0.704096,,0.369,37.3,77.3,,32.4,7.04,2.29,,0.78,,0.85,,,2.28,0.33,,61,,0.09,52.4,411,300,5.82,5.82,426,POINT (102.699 -9.7755),82.92421,82.92420959,,80 - 100 Ma,,-5.408520975,80
625,DSDP022-0212-039-001/134-136,,"FREY, 1976; WEIS, 1996",-19.189,99.2973,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513055,0.512924018,,8.1,,18.8,,15.673,,38.77,,0.707548,,1.51,1.9,5,,3.4,1.08,0.47,,0.32,,0.36,,,1.17,0.18,,3,,0.06,39,75,45,,16,23,POINT (99.2973 -19.189),104.243866,104.243866,,100 - 120 Ma,,-1.466253582,100
652,DSDP022-0213-018-002/115-117,,"FREY, 1976; WEIS, 1996",-10.2118,93.8962,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513043,0.512962009,,7.9,,18.17,,15.491,,38.01,,0.702696,,0.155,2.2,7.6,,6.2,2.18,0.85,,0.64,,0.86,,,2.55,0.41,,1.1,,0.01,6.5,121,64,,23.6,10,POINT (93.8962 -10.2118),58.240288,58.24028778,,40 - 60 Ma,,-2.028104216,60
656,DSDP022-0213-019-002/127-130,,"WEIS, 1996",-10.2118,93.8962,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512977,0.51291759,,6.6,,18.66,,15.66,,38.84,,0.703082,,0.148,18.8,30.8,,16.4,4.23,1.65,,0.74,,,,,2.75,0.39,,22,,0.08,13.3,260,135,3.2,29,176,POINT (93.8962 -10.2118),58.240288,58.24028778,,40 - 60 Ma,,-2.89386507,60
661,DSDP022-0214-051-001/122-125,,"SAUNDERS, 1991",-11.3368,88.718,,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,0.512833,,,,4.34,18.343,,15.566,,38.722,,0.70486,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (88.718 -11.3368),57.01233,57.0123291,,40 - 60 Ma,0.512787098,,60
667,DSDP022-0214-053R-001/030-035,,"BOUGAULT, 1974; FREY, 1995; HEKINIAN, 1974; SUBBARAO, 1977",-11.3368,88.718,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512811,,,,,,,,,,,0.704703,,,,,,,,,,,,,,,,,,,,0.6,3.55,220,,,,,POINT (88.718 -11.3368),57.01233,57.0123291,,40 - 60 Ma,,,60
685,DSDP022-0215-018-002/106-110,,"WEIS, 1996",-8.1217,86.7917,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512738,0.512677756,,2,,18.15,,15.548,,38.42,,0.704451,,0.148,14.5,32.6,,16.8,4.17,1.41,,0.75,,,,,2.56,0.37,,21.6,,0.21,14.5,284,127,2.82,26.6,269,POINT (86.7917 -8.1217),61.37154,61.37154007,,60 - 80 Ma,,-7.47981166,60
689,DSDP022-0215-018-003/110-112,,"SUBBARAO, 1977; WEIS, 1996",-8.1217,86.7917,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512723,0.512668662,,1.7,,18.1,,15.533,,38.32,,0.704462,,0.109,16.2,36,,20.1,4.5,1.5,,0.8,,,,,2.5,0.51,,20.2,,0.28,10.6,282,118,3.1,27,262,POINT (86.7917 -8.1217),61.37154,61.37154007,,60 - 80 Ma,,-7.657056528,60
728,DSDP023-0220-021-002/57,,"MAHONEY, 1989",6.5162,70.9837,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512944,0.512879455,,7.2,,18.629,,15.515,,38.592,,0.70346,,,,,,9.83,3.02,,,,,,,,,,,,,,6.49,111.9,,,,,POINT (70.9837 6.5162),53.12235,53.12234879,,40 - 60 Ma,,-3.78195954,50
736,DSDP023-0221-019-002/81,,"MAHONEY, 1989; MAHONEY, 1998",7.9697,68.4062,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512996,0.512924431,,8.1,,18.061,18.126,15.508,15.511,37.99,38.071,0.7031,,,,,,6.76,2.56,,,,,,,,,,0.185,,,0.0493,1.58,68.1,,,,,POINT (68.4062 7.9697),47.7859,47.78590012,,40 - 60 Ma,,-3.056365651,50
756,DSDP024-0236-033-003/116,,"MAHONEY, 1989; MAHONEY, 1998",-1.677,57.6475,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512952,0.51303,0.2308,7.4,,19.283,19.364,15.623,15.627,38.81,38.893,0.70339,0.70345,0.0651,,,,3.117,1.19,,,,,,,,,,0.154,,,0.0496,1.25,55.64,,,,,POINT (57.6475 -1.677),60.66967,60.6696701,,60 - 80 Ma,,-0.634141642,60
776,DSDP024-0238-058-001/123,,"MAHONEY, 1989",-11.1535,70.526,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512969,0.512917084,,7.3,,,,,,,,0.70343,,,,,,7.32,2.8,,,,,,,,,,,,,,2.43,100.1,,,,,POINT (70.526 -11.1535),34.320023,34.32002258,,20 - 40 Ma,,-3.58058247,30
822,DSDP026-0253-024-001/084-085,,"FREY, 1976; KEMPE, 1974; SAUNDERS, 1991",-24.8775,87.3662,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512873,0.512821984,,,4.67,18.709,,15.552,,38.549,,,,,9.2,22,,11,3.1,1.2,,0.78,,,,,2.9,0.54,,,,,,77,100,3.6,32,14,POINT (87.3662 -24.8775),45.774372,45.7743721,,40 - 60 Ma,0.512818481,-5.109981426,50
831,DSDP026-0253-058-0CC,,"SAUNDERS, 1991",-24.8775,87.3662,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512787,,,,3,18.768,,15.588,,38.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (87.3662 -24.8775),45.774372,45.7743721,,40 - 60 Ma,0.51273288,,50
835,DSDP026-0253-058R-0CC/003,,"FREY, 1995",-24.8775,87.3662,,IGNEOUS:VOLCANIC:MAFIC,PICRITE,0.512833,0.512760591,,,,18.35,,15.571,,38.71,,0.704653,,,3.3,7.5,,4.9,1.96,0.67,,0.52,,,,,2.8,0.47,,0.4,,0.83,1.6,70.8,27,1.1,19.9,1,POINT (87.3662 -24.8775),45.774372,45.7743721,,40 - 60 Ma,,-6.306531432,50
838,DSDP026-0254-031-001/100-103,,"SAUNDERS, 1991",-30.9692,87.8953,,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,0.512759,,,,2.54,18.03,,15.501,,38.55,,0.70465,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (87.8953 -30.9692),38.076427,38.07642746,,20 - 40 Ma,0.512719209,,40
867,DSDP026-0254-038-001/117-119,,"SAUNDERS, 1991",-30.9692,87.8953,,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,0.512785,,,,2.94,18.079,,15.511,,38.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (87.8953 -30.9692),38.076427,38.07642746,,20 - 40 Ma,0.512739713,,40
878,DSDP026-0256-010-001/141-143,,"FREY, 1976; WEIS, 1996",-23.4558,100.774,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512903,0.512781482,,5.2,,19.17,,15.621,,39.33,,0.704188,,0.111,10.1,29,,18,4.86,1.55,,0.83,,1.4,,,3.4,0.65,,14.8,,0.12,6.6,172,146,,34.8,64,POINT (100.774 -23.4558),113.77909,113.7790909,,100 - 120 Ma,,-3.974787532,110
882,DSDP026-0256-010-004/114-116,,"FREY, 1976; WEIS, 1996",-23.4558,100.774,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512855,0.512729777,,4.2,,19.05,,15.58,,39.2,,0.704203,,0.0437,10.4,30,,17,4.73,1.59,,1.1,,1.4,,,3.4,0.54,,13.3,,0.11,2.6,172,137,,34.7,28,POINT (100.774 -23.4558),113.77909,113.7790909,,100 - 120 Ma,,-4.982711189,110
887,DSDP026-0257-011-001/122-124,,"WEIS, 1996",-30.986,108.35,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512835,0.512710069,,3.8,,19.19,,15.627,,38.01,,0.704114,,0.228,6.11,16.1,,10.5,2.75,1.03,,0.54,,,,,1.93,0.29,,7.6,,0.95,16.1,204,82,1.89,18.5,229,POINT (108.35 -30.986),120.589424,120.5894241,,> 120 Ma,,-5.174092759,120
890,DSDP026-0257-011-003/025-027,,"FREY, 1976; WEIS, 1996",-30.986,108.35,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513104,0.512930146,,9.1,,18.06,,15.439,,37.47,,0.703761,,0.362,1.6,5.4,,4.5,1.64,0.64,,0.37,,0.68,,,1.95,0.3,,1.6,,0.07,9.5,76,39,1.09,15.9,114,POINT (108.35 -30.986),120.589424,120.5894241,,> 120 Ma,,-0.883893449,120
903,DSDP026-0257-016-003/031-033,,"FREY, 1976; WEIS, 1996",-30.986,108.35,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513128,0.512972231,,9.6,,17.72,,15.386,,37.35,,0.703232,,0.0181,1.41,4.9,,4.9,1.6,0.71,,0.36,,0.79,,,2.5,0.42,,1.3,,0.01,0.5,80,43,,21.8,12,POINT (108.35 -30.986),120.589424,120.5894241,,> 120 Ma,,-0.063474636,120
911,DSDP027-0259-038-001/065-067,,"WEIS, 1996",-29.6175,112.696,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512885,0.512707671,,4.8,,18.26,,15.61,,38.31,,0.704205,,0.229,5.07,10.6,,8.9,3.09,1.03,,0.63,,,,,3.04,0.43,,2.1,,0.05,7.2,91,72,1.92,29.9,7,POINT (112.696 -29.6175),129.11526,129.1152649,,> 120 Ma,,-4.97946164,130
912,DSDP027-0259-041-001/101-104,,"FREY, 1976; WEIS, 1996",-29.6175,112.696,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512938,0.512754356,,5.9,,18.58,,15.635,,38.42,,0.703802,,0.354,4.39,12.8,,8.9,3.2,1.17,,0.83,,,,,3.27,0.5,,1.3,,0.03,12.1,99,74,2.04,33.1,8,POINT (112.696 -29.6175),129.11526,129.1152649,,> 120 Ma,,-4.069356782,130
914,DSDP027-0260-018-002/140-142,,"FREY, 1976; WEIS, 1996",-16.1445,110.299,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512853,0.512650905,,4.2,,18.03,,15.544,,37.92,,0.703805,,0.081,7.6,14.9,,10.1,3.95,1.46,,0.79,,1.3,,,3.31,0.47,,5.3,,0.15,3.6,129,138,3.14,31.8,64,POINT (110.299 -16.1445),130.63109,130.6310883,,> 120 Ma,,-6.043170489,130
916,DSDP027-0260-020-001/016-018,,"FREY, 1976; WEIS, 1996",-16.1445,110.299,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.51291,0.512710223,,5.3,,22.85,,15.911,,38.07,,0.703702,,0.08,6,17,,9.7,3.75,1.21,,,,1.7,,,4.1,0.65,,5.5,,0.44,3.1,112,119,,37.1,35,POINT (110.299 -16.1445),130.63109,130.6310883,,> 120 Ma,,-4.886783673,130
919,DSDP027-0261-033-001/101-105,,"FREY, 1976; WEIS, 1996",-12.9472,117.893,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513208,,,11.1,,18.46,,15.537,,37.62,,0.703982,,0.73,,,,,,,,,,,,,,,,,,0.06,,72,78,,41,,POINT (117.893 -12.9472),153.01839,153.0183868,,> 120 Ma,,,150
923,DSDP027-0261-035-002/120-123,,"FREY, 1976; WEIS, 1996",-12.9472,117.893,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.51338,0.513178019,,14.5,,18.72,,15.634,,38.39,,0.70334,,0.419,8.35,29.6,,23.5,7.84,2.62,,1.63,,,,,5.96,0.85,,7.5,,0.38,14.2,98,205,5.75,61.8,20,POINT (117.893 -12.9472),153.01839,153.0183868,,> 120 Ma,,4.867281161,150
927,DSDP028-0265-017-001/061-063,,"PYLE, 1995",-53.5408,109.946,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512893,0.512877715,0.1683,4.9,,18.08,,15.497,,37.999,,0.70349,,0.0738,9.91,24.14,3.24,14.69,3.96,1.41,4.37,0.75,4.63,0.93,2.75,0.41,2.55,0.38,1.03,14.4,0.91,0.31,9.2,297,139,2.86,29,104,POINT (109.946 -53.5408),13.885933,13.88593292,,10 - 20 Ma,,-4.925863271,10
931,DSDP028-0266-023-001/PC5,,"PYLE, 1995",-56.4022,110.112,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512978,0.512949459,0.1935,6.6,,18.1,,15.479,,37.911,,0.703092,,0.0707,7.5,22.13,3.44,17.58,5.5,1.73,6.48,1.2,7.78,1.68,4.94,0.78,4.79,0.71,0.64,7.8,0.48,0.17,4.2,150,165,4.16,50,45,POINT (110.112 -56.4022),22.551376,22.55137634,,20 - 40 Ma,,-3.282565879,20
936,DSDP028-0267-007-001/078-082,,"PYLE, 1995",-59.2623,104.488,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512998,0.51294987,0.2093,7,,17.992,,15.489,,37.855,,0.703039,,0.0174,3.34,10.41,1.66,9.26,3.15,1.15,3.76,0.73,4.56,0.96,2.98,0.45,2.76,0.41,0.16,3.4,0.19,0.08,1.5,130,77,2.03,27,16,POINT (104.488 -59.2623),35.157402,35.15740204,,20 - 40 Ma,,-2.917904328,40
941,DSDP028-0274-044-002/088-093,,"PYLE, 1995",-68.9968,173.427,67,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513044,0.512936009,0.2464,7.9,,18.8,,15.5,,38.466,,0.702696,,0.0046,4.54,13.32,2.06,10.84,3.56,1.25,4.25,0.78,5.21,1.12,3.25,0.5,3.1,0.45,0.39,6.9,,0.23,1.2,128,103,2.58,31,19,POINT (173.427 -68.9968),,67,60 - 80 Ma,,,-2.286934232,70
942,DSDP028-0274-045-002/110-114,,"PYLE, 1995",-68.9968,173.427,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512961,0.51292459,0.159,6.3,,19.484,,15.59,,39.248,,0.70289,,0.2518,21.4,43.15,5.27,22.48,5.42,1.76,6,1.03,6.46,1.38,4.05,0.62,3.68,0.55,1.67,27.9,,0.53,23.3,235,148,3.8,43,99,POINT (173.427 -68.9968),35.010498,35.01049805,,20 - 40 Ma,,-3.414760884,40
970,DSDP029-0280A-023-002/106-110,,"PYLE, 1995",-48.9573,147.235,69.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513103,0.513059901,0.0948,9,,18.656,,15.606,,38.683,,0.70311,,0.008,1.23,4.19,0.69,4.22,1.58,0.69,2.17,0.43,2.98,0.65,2.03,0.33,2.16,0.33,0.15,1.5,,0.04,1.2,90,45,1.25,18,20,POINT (147.235 -48.9573),,69.5,60 - 80 Ma,,,0.198642888,70
974,DSDP029-0282-020-001/107-113,,"PYLE, 1995",-42.246,143.486,59.2,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513055,0.512973021,0.2117,8.1,,,,,,,,,,,3.13,10.88,1.83,10,3.24,1.21,3.82,0.7,4.66,0.98,2.9,0.45,2.73,0.4,0.15,3.1,,0.05,4.2,162,101,2.29,30,12,POINT (143.486 -42.246),,59.2,40 - 60 Ma,,,-1.786312581,60
979,DSDP029-0283-018-001/135-138,,"PYLE, 1995",-43.91,154.283,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513079,0.512999077,,8.6,,18.845,,15.567,,38.548,,0.702623,,0.0419,5.23,14.76,2.13,10.79,3.2,1.21,3.62,0.67,4.23,0.88,2.63,0.4,2.58,0.38,0.41,7.4,,0.18,12.4,177,117,2.87,24,34,POINT (154.283 -43.91),68.1355,68.13549805,,60 - 80 Ma,,-1.025508349,70
1209,"DSDP037-0332A-008-002,75-77",,"O'NIONS, 1977",36.8787,-33.641,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.51309,0.513086696,0.155,,,,,,,,,0.70302,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-33.641 36.8787),3.2591934,3.25919342,,< 5 Ma,,-1.153860154,0
1279,"DSDP037-0332A-017-001,50-52",,"O'NIONS, 1977",36.8787,-33.641,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.5131,0.513096526,0.163,,,,,,,,,0.703,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-33.641 36.8787),3.2591934,3.25919342,,< 5 Ma,,-0.962306893,0
1762,"DSDP037-0332B-025-001,106-113",,"O'NIONS, 1977",36.8787,-33.641,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.51315,0.513145417,0.215,,,,,,,,,0.70287,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-33.641 36.8787),3.2591934,3.25919342,,< 5 Ma,,-0.009525216,0
1850,"DSDP037-0332B-035-003,91-95",,"O'NIONS, 1977",36.8787,-33.641,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.5131,0.513095417,0.215,,,,,,,,,0.70308,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-33.641 36.8787),3.2591934,3.25919342,,< 5 Ma,,-0.983906954,0
2189,DSDP037-0335-005-002/5A,,"COHEN, 1982",37.2957,-35.1987,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.51315,0.513124595,0.242,,,19.87,,15.6,,38.95,,0.7039,,0.1,,,,6.21,2.48,,,,,,,,,,,,,0.24,3.39,98.5,,,,,POINT (-35.1987 37.2957),16.051323,16.05132294,,10 - 20 Ma,,-0.053351538,20
2190,DSDP037-0335-005-002/5G,,"COHEN, 1980; COHEN, 1982",37.2957,-35.1987,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.51309,0.513066169,0.227,,,19.2,,15.59,,38.61,,0.70321,,0.105,,,,6.55,2.46,,,,,,,,,,,,,0.06,2.27,62.5,,,,,POINT (-35.1987 37.2957),16.051323,16.05132294,,10 - 20 Ma,,-1.191963319,20
2449,DSDP045-0395-011-002/118-120,,"MAKISHIMA, 1994",22.7558,-46.0817,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.51316,0.513150151,,10.2,,,,,,,,0.702354,,,3.27,10.3,,9.9,3.59,,,,,,,,,,,,,,,,,,,,POINT (-46.0817 22.7558),6.86792,6.867919922,,5 - 10 Ma,,0.184843408,10
2490,DSDP045-0395A-005-001/100,,"DOSSO, 1993",22.7558,-46.0817,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513193,,,,,,,,,,,0.702504,,,3.1,,,,,1.33,,0.82,,,,,,,0.149,,0.189,,,121,113,2.85,,,POINT (-46.0817 22.7558),6.86792,6.867919922,,5 - 10 Ma,,,10
2578,DSDP045-0395A-022-001/87,,"DOSSO, 1993",22.7558,-46.0817,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513213,,,,,,,,,,,0.702837,,,1.81,,,,,0.92,,0.52,,,,,,,0.067,,0.103,,,115,70,1.63,,,POINT (-46.0817 22.7558),6.86792,6.867919922,,5 - 10 Ma,,,10
2596,DSDP045-0395A-026-001/129,,"DOSSO, 1993",22.7558,-46.0817,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513216,0.513206443,,,,,,,,,,0.702459,,,2.21,,,7.19,2.53,1.03,,0.58,,,,,,,0.075,,0.107,,0.734,128,70,1.95,,,POINT (-46.0817 22.7558),6.86792,6.867919922,,5 - 10 Ma,,1.281848579,10
2619,DSDP045-0395A-030-001/82,,"DOSSO, 1993",22.7558,-46.0817,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513195,0.513185715,,,,,,,,,,0.702514,,,2.5,,,7.43,2.54,1.08,,0.58,,,,,,,0.095,,0.126,,0.932,150.6,76,1.97,,,POINT (-46.0817 22.7558),6.86792,6.867919922,,5 - 10 Ma,,0.877908464,10
2668,DSDP045-0395A-054-001/48,,"DOSSO, 1993",22.7558,-46.0817,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.5132,0.513191443,,,,,,,,,,0.702496,,,4,,,12.6,3.97,1.51,,0.9,,,,,,,0.186,,0.227,,0.687,130.2,132,3.22,,,POINT (-46.0817 22.7558),6.86792,6.867919922,,5 - 10 Ma,,0.989520325,10
2682,DSDP045-0395A-058-002/115,,"DOSSO, 1993",22.7558,-46.0817,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513182,0.513172558,,,,,,,,,,0.70238,,,,,,10.01,3.48,,,,,,,,,,,,,,0.556,121.9,110,,,,POINT (-46.0817 22.7558),6.86792,6.867919922,,5 - 10 Ma,,0.621500038,10
2706,DSDP045-0395A-063-001/108,,"DOSSO, 1993",22.7558,-46.0817,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513151,,,,,,,,,,,0.702455,,,2.02,,,,,0.94,,0.52,,,,,,,0.069,,0.1,,,132,68,1.66,,,POINT (-46.0817 22.7558),6.86792,6.867919922,,5 - 10 Ma,,,10
2730,DSDP045-0395A-067-002/54,,"DOSSO, 1993",22.7558,-46.0817,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513185,,,,,,,,,,,0.702529,,,4,,,,,1.46,,0.87,,,,,,,0.142,,0.255,,,132,124,3.07,,,POINT (-46.0817 22.7558),6.86792,6.867919922,,5 - 10 Ma,,,10
